Date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2002-05-15 00:00:00,24,32.4,27.9,80,0,3.4,2,225,0,S 
2002-05-16 00:00:00,21,31,27.4,87,0,5.2,3,180,1,N 
2002-05-17 00:00:00,21,33.1,27.8,79,0,7,3,180,0,SE
2002-05-18 00:00:00,22,32.6,27.2,79,8888,6.8,3,135,0,N 
2002-05-19 00:00:00,21,32.6,27.1,83,0,4.5,2,180,0,N 
2002-05-20 00:00:00,22,33,27.4,77,8888,5.6,3,180,0,N 
2002-05-21 00:00:00,22,32.6,28.1,80,0,5.8,2,180,0,SE
2002-05-22 00:00:00,22,32.4,27.1,85,10,5.4,5,225,0,S 
2002-05-23 00:00:00,23,32.2,27.4,83,17,7.3,3,135,0,S 
2002-05-24 00:00:00,22,32.4,27.6,84,0,6.8,3,180,1,N 
2002-05-25 00:00:00,22,31.8,27.1,83,1,5.4,3,180,1,N 
2002-05-26 00:00:00,22,32.4,27.3,81,0,7.7,2,180,0,S 
2002-05-27 00:00:00,22,29.8,26.5,82,0,0.8,4,45,0,N 
2002-05-28 00:00:00,22,32.6,27.9,78,9,8,2,135,0,N 
2002-05-29 00:00:00,22,32.4,27.4,80,0,7.4,2,360,0,N 
2002-05-30 00:00:00,23,31.8,27.4,86,0,4.9,3,180,0,N 
2002-05-31 00:00:00,23,31,27.1,85,18,2.2,3,360,0,N 
2002-06-01 00:00:00,21,32,27.4,86,8888,5,3,360,0,N 
2002-06-02 00:00:00,22,30.8,27.1,87,31,4.8,4,360,0,N 
2002-06-03 00:00:00,22,32,27,82,14,6.6,2,180,0,S 
2002-06-04 00:00:00,22,32.2,26.7,82,8888,5,3,360,0,S 
2002-06-05 00:00:00,22,29.6,26.1,87,3,1.4,3,90,1,N 
2002-06-06 00:00:00,22,31.7,27.2,82,0,4.6,2,360,0,N 
2002-06-07 00:00:00,23,32.2,27.7,86,1,4.4,2,360,0,N 
2002-06-08 00:00:00,23,31.6,26.7,90,13,4.3,2,270,0,W 
2002-06-09 00:00:00,23,30.2,26.6,88,14,0.5,2,180,0,NE
2002-06-10 00:00:00,23,30.6,26.9,84,8888,0.6,6,360,0,N 
2002-06-11 00:00:00,23,29.5,26.2,91,6,1,3,225,0,S 
2002-06-12 00:00:00,22,30.6,26.3,91,6,2.3,2,360,0,N 
2002-06-13 00:00:00,22,31.3,26.1,86,2,3.7,6,360,0,N 
2002-06-14 00:00:00,23,30.4,26.3,86,71,4.4,2,45,0,W 
2002-06-15 00:00:00,22,30.5,26.4,88,17,5.2,2,180,0,N 
2002-06-16 00:00:00,22,31.4,26.1,89,3,4.6,2,225,0,N 
2002-06-17 00:00:00,22,29.2,25.2,90,1,1.9,3,180,0,N 
2002-06-18 00:00:00,23,30.8,26.2,87,5,3.8,4,360,0,S 
2002-06-19 00:00:00,22,30.2,26.2,88,1,1.1,5,225,0,S 
2002-06-20 00:00:00,21,27,24.7,92,9,0,2,360,0,N 
2002-06-21 00:00:00,22,29.8,25.8,86,3,0.5,2,135,0,SE
2002-06-22 00:00:00,23,31.1,26.2,86,8888,7.9,3,180,0,N 
2002-06-23 00:00:00,22,31.2,26.7,85,26,6.6,4,180,0,E 
2002-06-24 00:00:00,23,31.2,26,89,41,4.1,2,360,0,N 
2002-06-25 00:00:00,22,29.6,25.6,90,56,4.2,4,135,0,N 
2002-06-26 00:00:00,23,30.2,25.7,86,18,3.4,4,270,0,N 
2002-06-27 00:00:00,22,29.6,26.1,88,4,0.8,3,180,0,SE
2002-06-28 00:00:00,22,31,26.4,84,5,4.7,2,135,0,N 
2002-06-29 00:00:00,20,30,25.6,86,0,2.1,5,225,1,N 
2002-06-30 00:00:00,22,31,26,79,7,5,2,135,0,N 
2002-07-01 00:00:00,22,30.2,25.8,86,0,3,3,180,0,S 
2002-07-02 00:00:00,19,29.8,25.9,86,0,4,2,360,0,N 
2002-07-03 00:00:00,21,31.8,25,76,1,7.5,3,180,0,S 
2002-07-04 00:00:00,22,26.7,24.8,89,0,0,2,270,0,W 
2002-07-05 00:00:00,20,30.8,25.9,84,2,6.6,3,360,0,N 
2002-07-06 00:00:00,21,30.6,25.6,85,0,6,2,360,0,S 
2002-07-07 00:00:00,21,31.8,26.4,84,0,6,4,135,0,N 
2002-07-08 00:00:00,22,32.2,26.6,82,0,7.3,3,360,0,SW
2002-07-09 00:00:00,23,32.4,27.1,84,0,4.8,2,270,0,W 
2002-07-10 00:00:00,23,32.4,27.5,80,0,5.3,4,135,0,W 
2002-07-11 00:00:00,23,30.8,26.4,84,8888,2.9,1,270,0,W 
2002-07-12 00:00:00,23,31.6,27.4,84,0,4.7,3,180,0,N 
2002-07-13 00:00:00,22,31.7,27.1,83,0,3.8,3,180,0,S 
2002-07-14 00:00:00,22,31.6,26.6,84,0,6.2,3,180,0,S 
2002-07-15 00:00:00,21,32.2,27.1,82,0,4.2,5,360,0,N 
2002-07-16 00:00:00,23,31.6,26.4,80,7,7.3,3,360,0,N 
2002-07-17 00:00:00,21,31,26.5,79,0,6.7,3,135,1,N 
2002-07-18 00:00:00,21,30.4,25.8,87,0,2.2,3,360,0,NE
2002-07-19 00:00:00,22,31.6,26,83,31,6.4,2,90,0,SW
2002-07-20 00:00:00,21,30.6,26.4,81,10,6.6,2,360,0,S 
2002-07-21 00:00:00,22,31,26.3,81,0,6.6,2,135,0,SE
2002-07-22 00:00:00,22,30.4,26.3,88,2,4.5,3,360,0,N 
2002-07-23 00:00:00,22,30.6,26.6,84,60,6.4,2,135,0,S 
2002-07-24 00:00:00,22,31.6,26.6,81,0,7.9,3,180,0,N 
2002-07-25 00:00:00,21,31.4,26.4,80,8888,6,4,180,0,E 
2002-07-26 00:00:00,22,31.6,25.7,81,0,5.8,8,360,1,N 
2002-07-27 00:00:00,22,29,24.9,86,1,2.3,2,360,0,N 
2002-07-28 00:00:00,22,31.2,26.6,84,7,5,2,360,0,N 
2002-07-29 00:00:00,23,32.6,27.6,83,8888,7.7,4,90,0,SE
2002-07-30 00:00:00,23,31.6,26.8,83,4,6.3,4,90,0,SE
2002-07-31 00:00:00,21,32.4,26.9,80,8888,7.8,2,270,0,S 
2002-08-01 00:00:00,22,32,25.8,78,0,6.3,3,180,0,S 
2002-08-02 00:00:00,22,32.2,26.7,84,1,7.4,3,360,0,N 
2002-08-03 00:00:00,22,29.8,25.4,86,29,3.6,3,360,0,N 
2002-08-04 00:00:00,22,31.4,26.4,86,13,4.6,2,180,0,N 
2002-08-05 00:00:00,22,29.9,25.8,87,2,3.2,4,360,1,N 
2002-08-06 00:00:00,21,30.8,25.8,88,50,4.6,3,225,0,N 
2002-08-07 00:00:00,20,30.8,25.6,88,17,4.2,2,360,0,N 
2002-08-08 00:00:00,21,31.4,25.5,81,14,7.9,4,90,0,S 
2002-08-09 00:00:00,21,31.4,26.2,78,0,8,4,135,0,N 
2002-08-10 00:00:00,21,31.2,26.3,78,0,7.6,3,180,0,S 
2002-08-11 00:00:00,19,31.2,25.6,74,0,6.1,3,360,1,N 
2002-08-12 00:00:00,19,30.2,24.8,76,0,6.4,3,135,1,N 
2002-08-13 00:00:00,20,30.1,24.2,72,0,6.6,4,180,1,N 
2002-08-14 00:00:00,19,29.8,24.1,85,0,4.6,4,90,1,N 
2002-08-15 00:00:00,19,31,25,80,8888,4.4,5,180,0,N 
2002-08-16 00:00:00,20,31.6,24.7,80,0,5.2,4,180,1,N 
2002-08-17 00:00:00,19,29.1,23.8,81,8888,3.4,3,135,0,SE
2002-08-18 00:00:00,19,30.2,24.3,79,0,5.4,3,135,0,N 
2002-08-19 00:00:00,21,30.2,25.4,82,0,4.3,2,180,0,N 
2002-08-20 00:00:00,22,32,26.3,79,3,7.7,2,90,0,N 
2002-08-21 00:00:00,22,31.8,26.4,81,0,4.6,4,180,0,N 
2002-08-22 00:00:00,23,31.6,26.9,86,6,5.2,2,225,0,S 
2002-08-23 00:00:00,23,32.2,27.5,83,0,6.7,4,135,1,SE
2002-08-24 00:00:00,21,32.2,27.2,79,0,6.2,4,135,0,SE
2002-08-25 00:00:00,22,30.9,25.8,82,0,6.4,3,90,0,N 
2002-08-26 00:00:00,20,30.4,24.9,79,0,1.4,3,135,0,N 
2002-08-27 00:00:00,20,31.2,25.2,78,0,5.6,3,45,1,N 
2002-08-28 00:00:00,21,31,25.2,77,0,5.4,3,135,0,SE
2002-08-29 00:00:00,22,31.4,26.3,76,0,5,5,90,1,N 
2002-08-30 00:00:00,22,31,26.1,80,8888,5.9,4,135,0,S 
2002-08-31 00:00:00,22,30.8,26,81,0,4.7,2,180,0,N 
2002-09-01 00:00:00,21,32,27,82,1,5.4,4,180,0,SE
2002-09-02 00:00:00,21,32,26.6,80,8888,6.9,3,135,0,SE
2002-09-03 00:00:00,22,32,26.2,82,0,6.6,4,135,0,N 
2002-09-04 00:00:00,23,31,26.8,79,0,3.2,2,180,0,N 
2002-09-05 00:00:00,23,31.6,27.1,80,0,5.7,4,135,0,SE
2002-09-06 00:00:00,22,31.6,26.9,76,0,6.7,4,135,1,N 
2002-09-07 00:00:00,23,30.2,25.6,80,0,3.8,3,135,0,SE
2002-09-08 00:00:00,22,28.4,25.6,82,0,0,2,135,0,SE
2002-09-09 00:00:00,22,31.8,26.5,74,0,4.6,1,180,0,SW
2002-09-10 00:00:00,23,31.7,27.1,77,0,4.6,4,135,0,S 
2002-09-11 00:00:00,22,33.2,27.4,82,8888,7.4,3,135,0,N 
2002-09-12 00:00:00,22,33.4,27.1,78,10,7.8,2,180,0,N 
2002-09-13 00:00:00,22,32.4,26.8,82,2,6.7,2,180,0,S 
2002-09-14 00:00:00,23,32.5,27,77,0,6.8,2,180,0,SE
2002-09-15 00:00:00,21,33,27.2,78,0,8,2,135,0,N 
2002-09-16 00:00:00,22,32.8,27.1,76,0,8,2,135,0,N 
2002-09-17 00:00:00,22,32.4,27.6,77,8888,6.2,2,135,0,N 
2002-09-18 00:00:00,22,32.8,27.4,75,0,8,2,135,0,N 
2002-09-19 00:00:00,22,32.6,27.2,73,8888,7.9,2,360,0,N 
2002-09-20 00:00:00,21,33,26.9,77,0,7.2,2,360,0,N 
2002-09-21 00:00:00,22,32.4,26.7,74,0,5.8,3,135,0,SE
2002-09-22 00:00:00,23,33.3,27.5,74,0,8,3,360,0,N 
2002-09-23 00:00:00,22,32.3,27.2,80,1,3.8,2,225,0,S 
2002-09-24 00:00:00,22,33,27.6,81,0,5.2,3,135,0,N 
2002-09-25 00:00:00,22,33.2,27.6,78,4,6.3,3,135,0,N 
2002-09-26 00:00:00,22,34.1,27,78,9,8,3,360,1,N 
2002-09-27 00:00:00,22,33.6,27.9,74,0,8,2,180,0,S 
2002-09-28 00:00:00,22,33.6,27.7,72,0,8,2,360,0,SE
2002-09-29 00:00:00,21,33.6,27,75,0,8,1,360,0,N 
2002-09-30 00:00:00,23,32.7,27.2,72,0,7.4,2,180,0,S 
2002-10-01 00:00:00,22,33.2,28,75,0,6.8,2,360,0,N 
2002-10-02 00:00:00,23,34,28.4,73,17,8,3,135,0,N 
2002-10-03 00:00:00,23,34.5,28.3,74,8888,8,2,135,1,SE
2002-10-04 00:00:00,24,34.6,28.7,72,0,7.6,2,180,1,SE
2002-10-05 00:00:00,23,33.6,27.9,82,8888,5.3,3,45,0,N 
2002-10-06 00:00:00,23,34,27.9,75,8888,8,3,180,0,N 
2002-10-07 00:00:00,23,32.6,26.5,84,0,4.5,3,225,0,N 
2002-10-08 00:00:00,21,32.4,27.6,77,11,2,2,360,0,N 
2002-10-09 00:00:00,21,33.7,27.4,74,0,8,2,135,0,SE
2002-10-10 00:00:00,20,34.2,27.3,76,0,8,2,360,0,N 
2002-10-11 00:00:00,20,34.8,27.2,72,0,8,2,90,0,E 
2002-10-12 00:00:00,21,35.3,27.6,68,0,8,3,135,2,N 
2002-10-13 00:00:00,22,35.4,28.4,66,0,8,2,135,0,SE
2002-10-14 00:00:00,22,34,27.8,71,0,8,2,180,0,N 
2002-10-15 00:00:00,23,34.4,28.4,77,4,8,2,225,0,N 
2002-10-16 00:00:00,24,35.7,29,73,0,8,3,135,0,S 
2002-10-17 00:00:00,22,33.4,28.4,79,0,8,3,135,0,SE
2002-10-18 00:00:00,21,34.2,27.8,75,0,8,3,135,0,N 
2002-10-19 00:00:00,19,34.8,27.9,70,0,8,3,135,0,N 
2002-10-20 00:00:00,21,34.4,27.4,70,0,8,3,180,1,N 
2002-10-21 00:00:00,19,34,27.9,69,0,8,3,180,0,S 
2002-10-22 00:00:00,21,35.2,27,72,0,8,3,135,1,N 
2002-10-23 00:00:00,23,34.6,27.9,69,0,5.8,2,225,0,N 
2002-10-24 00:00:00,23,34.4,28.8,76,0,8,2,360,0,N 
2002-10-25 00:00:00,23,34.6,28.1,76,0,8,4,180,0,S 
2002-10-26 00:00:00,22,34.4,28.5,77,0,8,3,90,0,E 
2002-10-27 00:00:00,23,35.2,28.1,73,0,8,3,360,2,N 
2002-10-28 00:00:00,23,34.6,25.9,67,0,8,3,180,0,SE
2002-10-29 00:00:00,22,34.4,28.6,74,8888,7.1,3,180,0,S 
2002-10-30 00:00:00,23,35.6,28.5,70,0,7.8,3,360,0,N 
2002-10-31 00:00:00,22,34.8,28.4,72,0,6.7,4,360,1,N 
2002-11-01 00:00:00,22,35.4,28.5,79,49,8,3,180,1,N 
2002-11-02 00:00:00,23,35.4,28.4,74,8888,8,4,135,1,S 
2002-11-03 00:00:00,22,35,28.7,72,0,,3,135,1,SE
2002-11-04 00:00:00,23,34.4,27.5,76,0,7.1,5,360,1,N 
2002-11-05 00:00:00,23,34.6,28,78,0,5.9,3,180,0,N 
2002-11-06 00:00:00,23,35.2,28,77,1,7.3,10,360,0,N 
2002-11-07 00:00:00,24,34.4,28.4,77,33,7.8,2,180,1,N 
2002-11-08 00:00:00,22,32.8,27.2,81,0,3.2,5,360,1,N 
2002-11-09 00:00:00,23,35,28.4,76,4,7.8,3,360,1,N 
2002-11-10 00:00:00,23,35.2,29.2,74,6,8,3,180,0,S 
2002-11-11 00:00:00,24,34.4,28.9,72,0,8,3,360,1,N 
2002-11-12 00:00:00,23,34.6,28.8,74,0,8,3,360,1,N 
2002-11-13 00:00:00,23,34.2,28.4,82,20,5.1,4,45,0,SW
2002-11-14 00:00:00,23,33.2,28,78,2,5,3,360,0,N 
2002-11-15 00:00:00,23,34.4,28,81,0,6.9,4,360,0,N 
2002-11-16 00:00:00,23,33.3,26.7,86,18,6.3,3,135,0,SW
2002-11-17 00:00:00,23,34.4,28.3,76,7,7.3,4,360,0,SW
2002-11-18 00:00:00,24,34.2,28.8,78,8888,7.9,5,135,0,N 
2002-11-19 00:00:00,23,33.5,27.3,80,8888,4.8,5,360,0,N 
2002-11-20 00:00:00,23,33.6,27.7,79,38,6.6,6,360,0,SW
2002-11-21 00:00:00,21,32.8,26.9,82,4,4.3,4,135,1,N 
2002-11-22 00:00:00,23,34.4,28.5,72,0,8,5,90,0,N 
2002-11-23 00:00:00,24,35.2,29.2,71,0,7.4,3,90,0,SW
2002-11-24 00:00:00,24,33.6,28.2,76,0,7.4,4,135,0,SW
2002-11-25 00:00:00,24,33.8,28.7,72,0,7.8,4,135,1,S 
2002-11-26 00:00:00,23,34.2,28.5,80,8888,4.8,5,360,1,N 
2002-11-27 00:00:00,23,32.8,26.8,84,3,6.2,7,45,0,N 
2002-11-28 00:00:00,23,32.8,26.2,89,71,5.6,2,225,1,SW
2002-11-29 00:00:00,23,34.1,27.8,78,2,7.8,6,360,2,N 
2002-11-30 00:00:00,23,32.6,26.3,86,56,7.9,5,360,0,N 
2002-12-01 00:00:00,23,33.4,27,82,2,7.1,6,135,0,N 
2002-12-02 00:00:00,23,33,27.5,85,2,5.8,3,360,0,SE
2002-12-03 00:00:00,23,33.7,27.3,79,0,5.8,9,225,0,N 
2002-12-04 00:00:00,23,33.6,27.2,83,8888,6,7,360,2,SW
2002-12-05 00:00:00,24,33,27.2,85,11,6,6,360,0,N 
2002-12-06 00:00:00,24,33.2,27.9,84,1,6.9,3,180,0,N 
2002-12-07 00:00:00,23,33.5,28.4,80,1,8,4,90,0,N 
2002-12-08 00:00:00,23,33.3,28.5,80,11,7.1,4,90,0,N 
2002-12-09 00:00:00,23,34.2,28.7,77,0,8,3,135,1,E 
2002-12-10 00:00:00,25,33.4,27.6,80,0,5.4,3,135,0,SW
2002-12-11 00:00:00,24,34,27.9,78,0,7.5,5,360,0,N 
2002-12-12 00:00:00,23,32.5,26.7,84,3,4.1,4,90,0,SW
2002-12-13 00:00:00,24,33.6,27.7,81,3,7.7,3,90,0,S 
2002-12-14 00:00:00,23,30.2,27.2,82,8888,4.5,3,135,1,N 
2002-12-15 00:00:00,24,33.2,27.9,83,0,8,5,135,1,N 
2002-12-16 00:00:00,23,33.8,27.4,79,8888,7,4,360,0,N 
2002-12-17 00:00:00,24,34,28,78,29,8,3,90,0,N 
2002-12-18 00:00:00,25,34.8,29.2,78,4,8,3,180,0,N 
2002-12-19 00:00:00,24,34.7,28.9,80,3,7,4,135,0,SW
2002-12-20 00:00:00,24,32,28.1,84,14,7,3,45,0,SW
2002-12-21 00:00:00,24,33,27.7,85,4,7.2,4,45,0,E 
2002-12-22 00:00:00,24,34.4,28.2,80,5,7.8,4,360,0,NE
2002-12-23 00:00:00,24,33.7,28.2,84,1,5.8,4,225,0,SE
2002-12-24 00:00:00,24,34.2,28,84,2,8,4,360,0,SW
2002-12-25 00:00:00,24,33,27.6,85,3,6.5,4,180,0,S 
2002-12-26 00:00:00,24,33,27.6,84,1,7.1,4,90,0,N 
2002-12-27 00:00:00,24,33.9,28.3,82,29,8,5,180,0,N 
2002-12-28 00:00:00,24,32.8,27.5,84,20,8,5,135,1,N 
2002-12-29 00:00:00,23,30.8,26,90,8888,0.2,5,270,0,N 
2002-12-30 00:00:00,23,30.4,26.1,88,62,0,3,135,0,N 
2002-12-31 00:00:00,23,32.2,26.4,88,9,4.2,4,180,0,N 
2003-01-01 00:00:00,23,33,27.3,87,39,6.5,3,225,0,N 
2003-01-02 00:00:00,22,32,27.2,84,0,3.4,3,180,0,N 
2003-01-03 00:00:00,23,32.4,27.1,84,49,6.6,4,135,1,N 
2003-01-04 00:00:00,23,33.8,27.5,80,0,5.6,4,225,0,N 
2003-01-05 00:00:00,24,32.8,28,78,1,7.4,4,90,1,SW
2003-01-06 00:00:00,23,32.8,28.1,85,8888,5.1,3,360,0,S 
2003-01-07 00:00:00,24,33,27.1,85,0,4.9,3,225,0,W 
2003-01-08 00:00:00,25,33.9,28.3,81,8888,6.6,3,135,0,N 
2003-01-09 00:00:00,23,33.2,27.9,86,0,5.4,6,135,0,SW
2003-01-10 00:00:00,23,33.4,27.5,82,11,4.3,3,360,0,S 
2003-01-11 00:00:00,23,33.4,28,86,8888,0.6,2,360,0,N 
2003-01-12 00:00:00,23,33.3,27.7,80,0,4.8,3,360,1,N 
2003-01-13 00:00:00,23,33.8,27.7,78,0,5.3,3,135,0,S 
2003-01-14 00:00:00,23,35,27.1,76,8888,5.5,3,180,1,N 
2003-01-15 00:00:00,23,32.8,26.4,84,3,3.8,20,270,0,SW
2003-01-16 00:00:00,23,32.4,27,82,31,3.6,2,225,0,N 
2003-01-17 00:00:00,24,34.2,27.8,81,8888,5,3,180,0,N 
2003-01-18 00:00:00,24,32.4,26.8,87,8888,5.4,4,270,1,SW
2003-01-19 00:00:00,24,31.4,26.8,87,11,2.3,3,90,0,N 
2003-01-20 00:00:00,23,32.8,27.2,86,7,3.1,3,180,1,N 
2003-01-21 00:00:00,24,31.2,26.5,87,8888,2.8,3,135,0,SE
2003-01-22 00:00:00,23,32.2,26.7,85,3,2.9,3,270,0,N 
2003-01-23 00:00:00,23,32.8,27.3,84,1,5.9,4,225,0,N 
2003-01-24 00:00:00,23,29.2,26.1,89,51,0,2,360,1,W 
2003-01-25 00:00:00,23,33.4,26.9,87,1,6.5,6,360,0,SW
2003-01-26 00:00:00,23,33.7,27.6,78,4,8,4,360,0,E 
2003-01-27 00:00:00,23,32.4,27.2,88,30,4.7,4,135,0,N 
2003-01-28 00:00:00,23,31.1,26.8,82,21,3,3,360,0,N 
2003-01-29 00:00:00,24,33.6,27.7,85,2,6.8,3,360,0,N 
2003-01-30 00:00:00,24,31.6,26.8,89,2,2.8,5,135,0,SW
2003-01-31 00:00:00,24,32.4,27.7,87,6,7,3,90,0,N 
2003-02-01 00:00:00,23,32.4,26.9,89,0,4,3,360,0,SW
2003-02-02 00:00:00,23,32.2,26.2,88,5,2.9,5,135,0,N 
2003-02-03 00:00:00,23,32,25.2,92,64,3.2,3,225,0,SW
2003-02-04 00:00:00,23,32.8,26.3,87,63,7.5,3,180,0,S 
2003-02-05 00:00:00,23,32.4,25.9,88,5,4,6,225,1,SW
2003-02-06 00:00:00,23,33,26.2,86,8888,4.6,6,225,1,SW
2003-02-07 00:00:00,23,34.2,25.7,86,3,4,5,225,0,N 
2003-02-08 00:00:00,24,32.6,27.2,82,10,5.9,2,360,0,E 
2003-02-09 00:00:00,24,29,26.6,88,2,0.2,3,135,0,N 
2003-02-10 00:00:00,23,32.5,27.3,86,8,7.4,5,225,0,SE
2003-02-11 00:00:00,23,31.8,26.7,84,45,6,3,360,0,N 
2003-02-12 00:00:00,24,32.8,27.3,80,54,7.7,3,90,1,E 
2003-02-13 00:00:00,23,33,27.1,84,1,6,4,360,0,N 
2003-02-14 00:00:00,24,31.7,26.6,85,6,3.7,3,45,0,N 
2003-02-15 00:00:00,24,32.2,27.6,81,8888,1.8,5,360,0,N 
2003-02-16 00:00:00,23,32.4,26.3,88,6,6.5,5,360,0,N 
2003-02-17 00:00:00,22,32.6,26.5,86,4,5,6,360,0,N 
2003-02-18 00:00:00,23,32.4,25.4,90,1,6.2,7,90,0,SW
2003-02-19 00:00:00,24,30.2,26,87,106,1.2,2,180,0,W 
2003-02-20 00:00:00,24,32.4,27,87,8888,3,3,135,0,N 
2003-02-21 00:00:00,23,31.1,27,88,0,1.4,3,135,0,SW
2003-02-22 00:00:00,23,33.5,27.5,80,0,7.7,4,135,1,N 
2003-02-23 00:00:00,23,34,28,76,0,7.2,3,180,0,SW
2003-02-24 00:00:00,24,33.6,27.9,79,0,6.8,3,180,0,SW
2003-02-25 00:00:00,24,33.7,27.9,82,0,5.6,5,225,0,SW
2003-02-26 00:00:00,24,33.5,28.2,80,9,5.7,2,225,0,N 
2003-02-27 00:00:00,24,34.2,27.2,84,0,5.8,4,225,0,N 
2003-02-28 00:00:00,24,33.6,27.2,85,42,7,4,360,0,SW
2003-03-01 00:00:00,24,32.2,27.5,81,3,2.8,4,360,1,N 
2003-03-02 00:00:00,24,32.6,27.7,79,0,4.9,5,225,1,SW
2003-03-03 00:00:00,24,34.4,28.1,75,0,7,3,360,0,N 
2003-03-04 00:00:00,24,33.8,27.1,82,15,6.2,4,360,1,SW
2003-03-05 00:00:00,23,31,26.7,85,7,1.3,6,180,1,N 
2003-03-06 00:00:00,23,32.4,26.4,86,145,4.5,4,135,0,SW
2003-03-07 00:00:00,24,31.6,27.1,84,8888,2,4,360,0,SW
2003-03-08 00:00:00,22,32.6,25.8,83,1,5.8,4,225,0,N 
2003-03-09 00:00:00,23,32.2,25.6,85,31,7,4,225,0,N 
2003-03-10 00:00:00,23,31,26.5,82,5,0.7,4,135,0,N 
2003-03-11 00:00:00,23,31.8,26.2,83,0,3.8,3,180,1,N 
2003-03-12 00:00:00,22,31.6,25.6,88,8888,3.8,3,360,0,W 
2003-03-13 00:00:00,23,32.5,25.4,88,33,0.6,7,180,1,N 
2003-03-14 00:00:00,23,33.2,26,86,36,6.1,4,180,0,SW
2003-03-15 00:00:00,23,32.4,26.4,85,32,6.3,3,135,0,W 
2003-03-16 00:00:00,24,32.2,27.3,82,0,7.5,4,135,1,SW
2003-03-17 00:00:00,24,32.4,27.2,82,8888,4.1,4,45,1,SW
2003-03-18 00:00:00,23,32,26.9,84,14,6.3,5,225,0,S 
2003-03-19 00:00:00,23,31.6,26.9,83,10,5.7,4,90,0,N 
2003-03-20 00:00:00,23,32.4,27.2,85,18,7,4,180,0,S 
2003-03-21 00:00:00,24,33.1,27.1,84,3,7.6,4,90,1,SW
2003-03-22 00:00:00,24,33.4,27.4,83,0,6.5,4,360,0,N 
2003-03-23 00:00:00,23,33.4,26,88,27,6.6,5,360,1,N 
2003-03-24 00:00:00,24,32.8,26.5,84,8,5.4,3,90,1,N 
2003-03-25 00:00:00,24,32.6,27.1,82,3,8,3,180,1,SW
2003-03-26 00:00:00,24,32.6,27.5,82,0,6.1,2,90,1,SW
2003-03-27 00:00:00,24,32,26.9,85,0,6.6,4,225,0,N 
2003-03-28 00:00:00,24,33,27.4,84,4,6.1,3,225,1,SW
2003-03-29 00:00:00,24,33.4,27.5,80,8888,7,3,360,0,N 
2003-03-30 00:00:00,23,31.5,27.4,86,3,4.2,4,180,1,SW
2003-03-31 00:00:00,24,32.6,26.1,84,0,3,7,45,1,SW
2003-04-01 00:00:00,23,31.8,26.4,88,55,3.6,3,360,0,N 
2003-04-02 00:00:00,24,32.7,27.3,83,24,6,6,225,0,SW
2003-04-03 00:00:00,24,32.8,26.8,88,1,4.6,3,45,0,N 
2003-04-04 00:00:00,23,33.6,27.3,84,38,5.8,5,270,0,SW
2003-04-05 00:00:00,24,32.6,27.1,83,1,5.9,3,360,0,N 
2003-04-06 00:00:00,24,32.9,27.9,80,6,5.8,5,90,0,SW
2003-04-07 00:00:00,24,32.5,27.7,80,0,4.6,3,225,0,N 
2003-04-08 00:00:00,23,31.8,27.2,89,12,3.6,4,90,0,N 
2003-04-09 00:00:00,24,33.4,26.7,82,8888,5.7,4,360,0,W 
2003-04-10 00:00:00,23,32.7,27.1,84,10,4.9,4,90,0,SW
2003-04-11 00:00:00,24,33.5,27.2,82,8888,7.2,4,135,0,SE
2003-04-12 00:00:00,24,33,27.5,84,2,7.2,5,225,0,SW
2003-04-13 00:00:00,24,32,27,86,4,6.2,3,225,0,N 
2003-04-14 00:00:00,23,32.8,27.7,83,10,4.6,3,360,1,W 
2003-04-15 00:00:00,24,33.8,27.6,80,1,7.3,3,90,0,N 
2003-04-16 00:00:00,24,34,28.5,80,0,7,4,90,0,E 
2003-04-17 00:00:00,24,32.2,27.3,86,17,6.8,5,360,1,N 
2003-04-18 00:00:00,24,33,27.2,85,14,5.9,5,360,1,SW
2003-04-19 00:00:00,22,32.8,27.2,88,8888,2,4,360,1,N 
2003-04-20 00:00:00,23,33.4,27.1,78,15,7,4,360,1,SW
2003-04-21 00:00:00,24,32.3,27,80,0,5.8,4,90,0,SW
2003-04-22 00:00:00,24,32.8,26.8,85,2,7.1,6,135,1,N 
2003-04-23 00:00:00,24,33.1,27.8,84,95,5.1,4,360,0,N 
2003-04-24 00:00:00,24,32.6,27.2,86,3,4.4,3,45,0,S 
2003-04-25 00:00:00,23,32.4,26.5,85,8888,4.1,4,360,0,SE
2003-04-26 00:00:00,23,32,26.8,85,17,4.2,4,360,0,N 
2003-04-27 00:00:00,24,31.8,27,86,1,4.3,3,90,0,S 
2003-04-28 00:00:00,24,32,27.1,88,10,5,2,135,0,SW
2003-04-29 00:00:00,24,31,26.3,89,55,3,3,360,1,N 
2003-04-30 00:00:00,24,32,26.3,86,1,3,6,90,0,N 
2003-05-01 00:00:00,23,33.2,26.8,89,6,5.4,9,90,1,SW
2003-05-02 00:00:00,23,31.8,26.6,81,6,3.4,3,90,0,N 
2003-05-03 00:00:00,24,32,27,82,37,3,2,90,0,SW
2003-05-04 00:00:00,24,33.2,27.6,82,8888,7,4,135,0,N 
2003-05-05 00:00:00,23,32.2,26.9,88,8888,4.5,3,135,0,SW
2003-05-06 00:00:00,25,31.8,26.4,82,45,6,3,90,0,E 
